症状,草药
[363],"[474, 824, 831, 832, 898, 1001, 1045, 1072]"
"[254, 363]","[530, 824, 831, 832, 898, 936, 1045]"
[363],"[530, 668, 827, 831, 898, 936, 997, 1045]"
"[290, 348, 363]","[527, 530, 668, 827, 831, 832, 862, 864, 865, 898, 936, 1001, 1044, 1045, 1151]"
[365],"[926, 1191]"
"[88, 195, 206, 208, 262, 271, 299, 306, 312, 335, 337, 348, 363, 367, 369, 376]","[530, 815, 816, 817, 819, 823, 824, 826, 827, 828, 831, 832, 834, 853, 862, 880, 894, 897, 907, 934, 937, 964, 965, 1028, 1039, 1049, 1067, 1078, 1089, 1120, 1132]"
[80],"[499, 1001, 1153]"
"[94, 206, 271, 363]","[598, 606, 880, 1001, 1011, 1030, 1045, 1049, 1056, 1067]"
[367],"[826, 868]"
[365],"[809, 811, 831, 835, 915, 934, 936, 987, 994, 1043, 1045, 1049, 1089]"
[299],[472]
[348],"[828, 967, 986, 987, 1101, 1119, 1165]"
"[282, 348]","[586, 986, 994, 1067, 1095]"
[262],[958]
[217],"[427, 436, 686, 813, 824, 831, 873, 897, 958, 978, 979, 1031, 1090, 1095, 1101, 1182]"
"[156, 196]","[427, 528, 541, 819, 983, 1042, 1093]"
"[286, 348]","[853, 938, 1120]"
[262],[958]
[217],"[427, 436, 686, 813, 824, 831, 873, 897, 958, 978, 979, 1031, 1090, 1095, 1101, 1182]"
[367],"[834, 852, 865, 907, 987, 1049, 1090]"
[86],"[831, 987, 995, 1101]"
[88],"[864, 1120]"
[367],"[831, 832, 834, 907, 936, 987, 995, 1030, 1049, 1067, 1072, 1089, 1101]"
[367],"[602, 616, 832, 1056]"
[325],"[897, 1119]"
"[138, 178, 369]","[427, 645, 831, 907, 958, 978, 979, 1095]"
[88],"[864, 1120]"
[349],"[427, 816, 817, 936, 947, 953, 1056]"
[349],"[537, 584, 623, 777, 820, 865, 873, 897, 907, 936, 987, 1023, 1049, 1067, 1095]"
"[80, 210, 299]","[605, 856, 907, 987]"
"[62, 133, 266, 283, 357]","[815, 828, 829, 831, 882, 936, 964, 1045, 1049, 1056]"
[246],"[463, 828, 831, 832, 867, 882, 936, 937, 1045, 1049, 1113]"
[349],"[832, 880, 882, 891, 1119, 1175, 1176]"
[283],"[446, 750, 759, 783, 1011, 1078]"
"[188, 266, 283, 367]",[1143]
[211],"[831, 852, 865, 938, 1023, 1120]"
[363],"[489, 1109]"
[253],"[436, 912, 1120]"
"[253, 367]","[436, 865, 893, 1151]"
[14],"[436, 938, 1120, 1174]"
[253],"[907, 994, 1067, 1119, 1132]"
[308],"[739, 805, 865, 1032, 1049, 1091, 1120]"
[369],"[550, 865, 1120, 1163]"
[254],[858]
"[165, 323, 326, 367]","[586, 858, 880, 994, 1174]"
[242],"[853, 858, 859]"
[308],"[739, 805, 865, 1032, 1049, 1091, 1120]"
"[10, 367]","[550, 928, 1120, 1151, 1163]"
[322],"[858, 880]"
[369],"[550, 865, 1120, 1163]"
[254],[858]
[369],"[857, 953, 965, 1120, 1174]"
[369],"[862, 865, 912, 928, 1044, 1120]"
[367],"[1043, 1089, 1120]"
[306],[858]
"[236, 286]","[424, 826, 1049, 1090]"
"[10, 367]","[427, 436, 543, 865, 928, 938, 953, 1091, 1120, 1174]"
[303],"[427, 665, 666, 862, 865, 947, 953, 1151]"
"[188, 193, 206, 248]","[978, 979, 995, 1174]"
[369],"[857, 953, 965, 1120, 1174]"
[306],[858]
"[236, 286]","[424, 826, 1049, 1090]"
[299],[1145]
[135],[858]
[306],"[1120, 1122]"
[308],"[537, 858, 1120]"
"[367, 389]","[436, 739, 805, 865, 1032, 1033, 1049, 1091, 1120, 1151]"
[369],"[427, 739, 865, 947, 994, 1120]"
"[222, 306, 363]","[865, 912, 928, 1120, 1174]"
[319],"[854, 865, 1044, 1120, 1163]"
[369],"[427, 819, 831, 947, 958, 979, 1044, 1120]"
"[193, 328, 372]","[832, 936, 1005, 1045, 1049, 1173]"
"[253, 274]","[938, 1100, 1120]"
[369],"[427, 819, 831, 947, 958, 979, 1044, 1120]"
[80],"[499, 946]"
[125],"[646, 813, 875]"
"[314, 352, 372]","[1060, 1191]"
[312],"[936, 943, 964, 987, 1049, 1119, 1153]"
[389],"[1049, 1081, 1082]"
[325],[1120]
"[314, 352, 372]","[1060, 1191]"
"[312, 314, 337, 372]","[653, 915, 965, 1060, 1167, 1191]"
[314],"[653, 1023, 1191]"
[314],"[645, 875, 1060, 1191]"
[321],"[418, 601, 602, 643, 646, 657, 813, 832, 915, 936, 1056, 1060]"
[314],"[653, 1060]"
"[153, 314]","[1060, 1191]"
[314],"[653, 912, 913, 1060, 1191]"
[325],"[436, 831, 832, 834, 853, 1049]"
[82],"[864, 1120]"
[367],[1120]
[34],[847]
"[208, 267, 367]","[438, 665, 777, 815, 846, 865, 894, 942, 983, 1044, 1049, 1056, 1089, 1119, 1171, 1173]"
[367],"[499, 601, 620, 646, 816, 880, 964, 983, 1089, 1171, 1173]"
[369],"[1044, 1173]"
"[290, 348]","[499, 662, 815, 846, 857, 865, 867, 894, 909, 961, 983, 1049, 1065, 1067, 1089, 1113, 1159, 1167, 1173, 1191]"
"[208, 308, 349, 367]","[513, 815, 834, 888, 897, 907, 942, 983, 1049, 1173]"
[349],"[831, 894, 942, 983, 1029, 1049, 1167, 1173]"
[259],"[666, 815, 1042, 1049, 1167, 1173, 1191]"
"[274, 308]","[777, 1049, 1173, 1191]"
"[208, 308, 349, 367]","[513, 815, 834, 888, 897, 907, 942, 983, 1049, 1173]"
[354],[1191]
[274],"[511, 777, 815, 936, 942, 1045, 1173]"
[349],"[814, 1016, 1049, 1173]"
[376],[1173]
"[57, 349]","[666, 1056, 1173]"
[206],[853]
[354],[1191]
"[14, 85, 244, 272, 313]",[858]
"[302, 314]","[653, 1060, 1191]"
[314],"[1060, 1191]"
"[188, 349]","[537, 1120, 1165]"
[202],"[880, 894, 1049, 1095]"
[199],"[613, 759, 853, 856]"
[246],"[613, 759, 837, 864, 958, 987, 1090, 1095, 1120, 1163]"
[369],"[427, 540, 805, 854, 865, 958, 960, 1044, 1120]"
[253],"[831, 854, 865, 1120, 1175]"
[253],"[831, 854, 958, 1120]"
[277],"[540, 853, 862, 865, 970, 987, 994, 1044, 1120, 1147]"
[299],[1120]
[309],"[862, 865, 967, 970, 987, 994, 1049, 1120, 1147]"
[79],"[857, 1049, 1095, 1120]"
[299],"[853, 1120]"
[341],"[772, 1120]"
[82],"[805, 857, 862, 965, 1120, 1151]"
[360],"[508, 965, 1120]"
[252],"[427, 739, 865, 947, 1044, 1120]"
[348],"[888, 897]"
"[14, 206]","[484, 498, 828, 831, 832, 897, 946, 964, 1003, 1045, 1105, 1119, 1191]"
"[94, 165, 206, 218, 237, 299, 300, 312, 348, 363, 372, 383]",[1119]
[348],"[499, 897, 934, 935, 937, 964, 965, 1090, 1119, 1153]"
[80],[1023]
[314],"[583, 653, 867, 880, 1135]"
[274],"[530, 841, 991, 1095]"
[367],"[530, 894, 1049]"
"[274, 348]","[880, 886]"
"[57, 208, 246, 276]","[601, 646, 652, 665, 934, 936, 994, 995, 1043, 1045, 1049, 1056, 1060, 1086]"
[325],"[907, 1090, 1120]"
"[302, 314]","[653, 1060, 1191]"
[202],"[840, 1023, 1107]"
"[188, 349]","[537, 1120, 1165]"
[246],[928]
[369],"[427, 540, 805, 854, 865, 958, 960, 1044, 1120]"
[123],"[1023, 1049, 1067, 1145]"
[236],"[418, 504, 514, 541, 542, 620, 646, 799, 945, 987, 1016, 1086, 1119, 1164]"
[236],"[418, 499, 504, 541, 542, 602, 646, 666, 799, 817, 934, 936, 964, 987]"
[236],"[541, 713, 777, 857, 956, 1031, 1060]"
[211],"[662, 815, 865, 909, 942, 1044, 1090, 1173]"
"[138, 198]","[427, 831, 979]"
[313],"[817, 831, 832, 834, 894, 937, 964, 1049, 1101]"
[367],"[429, 442, 671, 964, 1035, 1089, 1101, 1167]"
[306],"[586, 858, 880]"
[389],"[427, 436, 865, 947, 953, 958, 961, 1120]"
[348],"[731, 1012, 1132]"
[312],"[583, 875, 880]"
[344],"[475, 827, 875, 897, 994]"
[299],"[813, 934, 936]"
"[164, 247]","[831, 832, 1056, 1173]"
[62],"[631, 932, 938, 1049, 1145, 1167, 1173, 1192]"
[313],"[942, 1167, 1173]"
[141],"[594, 1049, 1120, 1151]"
"[151, 308]","[662, 820, 964, 1089, 1097, 1120, 1165]"
[367],"[671, 833, 1120]"
[367],[1120]
[314],"[583, 653, 867, 880, 1135]"
"[367, 389]","[427, 436, 831, 947, 953, 979]"
[274],"[530, 841, 991, 1095]"
[165],"[537, 853, 1043]"
[314],"[915, 965, 1060, 1167, 1191]"
"[219, 308, 348]","[1049, 1072, 1101, 1119]"
[274],"[820, 834, 1031, 1049, 1101, 1165]"
[349],"[427, 817, 819, 820, 865, 907, 910, 936, 953, 1044, 1049, 1067, 1090, 1091, 1100, 1101]"
"[207, 348]","[827, 832, 1023, 1049, 1072, 1089, 1090, 1101]"
[134],"[713, 964, 1031, 1090, 1100, 1119, 1165, 1189]"
"[303, 349]","[815, 1049, 1056, 1119]"
"[313, 348]","[987, 1101]"
"[282, 290, 348, 376]","[777, 1072]"
"[206, 299, 367]","[433, 481, 671, 903, 905, 906, 1049, 1067, 1114, 1122, 1145]"
"[198, 348, 367]","[623, 817, 819, 827, 907, 947, 953, 978, 979, 987, 1067, 1081, 1100, 1101]"
"[274, 308, 367]","[427, 862, 865, 907, 947, 958, 979, 1049, 1101, 1119]"
"[348, 367]","[427, 936, 947, 953, 958, 979, 1044, 1049, 1056, 1101]"
"[354, 363, 372]","[418, 420, 475, 489, 629, 646, 671, 812, 826, 832, 893, 897, 907, 908, 936, 964, 1001, 1030, 1045, 1048, 1066, 1067, 1119]"
[363],"[799, 897, 907, 908, 1023, 1030, 1045, 1067]"
[266],"[857, 1049, 1119]"
"[106, 259, 274, 282, 290, 348]","[824, 827, 836, 907, 937, 939, 979, 1001, 1049, 1101, 1119, 1132, 1165]"
[262],[442]
"[299, 367]","[442, 1047, 1190]"
[236],"[541, 713, 777, 857, 956, 1031, 1060]"
[336],"[442, 783, 964, 1049]"
"[202, 367]",[442]
[306],"[442, 828, 831, 836, 1023, 1045, 1056]"
[222],"[442, 587, 831, 867, 898, 1049]"
[266],"[442, 1056, 1107]"
[202],"[442, 836, 867, 936, 961, 1031, 1107, 1189]"
[202],"[442, 666, 818, 936, 1049, 1056]"
"[274, 348]","[442, 964, 1056, 1132, 1165]"
[306],"[442, 831, 894, 936, 1049, 1056, 1190]"
[306],"[442, 587, 836, 867, 936, 987, 1049]"
[322],"[442, 836, 867, 1056]"
[266],"[442, 894, 1031, 1045, 1056, 1067, 1107]"
"[274, 306, 367]","[442, 820, 840, 1056]"
[367],[1120]
[86],[985]
[86],"[620, 816, 817, 943, 983, 985, 1056]"
"[196, 254]","[912, 985]"
[312],[859]
[80],[853]
[335],[1043]
[312],"[817, 852, 987, 994, 1049, 1067, 1095, 1174]"
[316],[1042]
[80],"[499, 730, 932, 938, 939, 1049]"
[389],"[853, 893, 1044]"
[367],"[835, 932, 936, 957, 1089]"
[389],"[805, 865, 947, 958, 1120]"
"[166, 247, 349]","[1119, 1135]"
[208],"[919, 928, 994, 1067, 1109, 1174]"
"[211, 253, 274, 319, 369]","[540, 550, 865, 1120]"
[369],"[540, 550, 1120, 1163]"
[175],[515]
[88],"[864, 1180]"
[88],"[928, 972, 1177]"
[88],"[605, 1067]"
[110],"[910, 912, 913, 945, 950, 958, 967, 1049, 1056]"
[28],"[538, 591, 619, 856, 864, 865, 963, 1044, 1151]"
[262],"[865, 867, 967, 994, 1067, 1095, 1119, 1174]"
[165],"[460, 853, 858, 875, 880, 926, 994, 996]"
"[147, 330]","[862, 898, 928, 1174]"
[314],"[652, 819, 827, 909, 925, 1001, 1045, 1060]"
[375],"[817, 907, 987, 1095]"
[295],"[831, 897, 1132, 1165]"
"[202, 208]","[919, 928, 1067, 1109, 1174]"
[262],"[1148, 1153]"
"[80, 363]","[521, 794, 865, 1120]"
[348],"[564, 852, 864, 1100]"
"[308, 348]",[987]
[79],"[436, 1070]"
[306],"[511, 841, 934, 936, 1030, 1132]"
[312],"[820, 965, 1085, 1159]"
"[299, 367]","[862, 880, 928, 942]"
[157],"[762, 897]"
[348],"[538, 1151]"
[367],"[666, 813, 936, 1035, 1049, 1056, 1066, 1089]"
[348],"[438, 835, 907, 947, 1067, 1093]"
"[151, 274, 286]","[424, 828, 857, 880, 897, 964, 1002, 1016, 1023, 1030, 1045, 1049, 1067]"
[80],"[826, 828, 880, 922, 933, 936, 1045, 1067]"
[241],"[831, 832, 884, 936, 1027, 1028, 1148]"
[160],"[1049, 1148, 1165]"
"[241, 276, 306, 357]","[424, 598, 826, 832, 875, 880, 882, 898, 1056, 1113]"
[363],"[629, 645, 656, 815, 820, 916, 1067, 1098]"
"[286, 295, 306]","[424, 429, 469, 824, 826, 827, 828, 880, 884, 894, 897, 936, 1027, 1028, 1045, 1048, 1049]"
"[130, 335]",[596]
"[236, 264]","[817, 894, 915, 1067, 1081, 1089]"
[138],"[623, 817, 827, 862, 907, 947, 953, 978, 979, 987, 1044, 1049, 1056, 1067, 1081, 1100, 1101]"
[197],[972]
"[217, 259]","[514, 1049, 1067, 1095]"
"[232, 341]","[853, 972, 1120]"
[197],"[972, 1177]"
[262],"[449, 865, 972]"
"[29, 164]",[1119]
[312],[1174]
[363],"[799, 897, 907, 908, 1023, 1030, 1045, 1067]"
[262],[442]
[312],[1174]
[336],"[442, 783, 964, 1049]"
[80],[1097]
[306],[1016]
[348],"[820, 1049]"
[274],"[666, 925, 931, 934, 942, 980, 1016, 1044, 1148, 1167]"
[341],"[644, 858, 862, 928, 972]"
[165],"[858, 972]"
"[274, 306, 367]","[442, 820, 840, 1056]"
[312],"[816, 1101]"
[110],[1089]
"[286, 357, 383]","[489, 529, 832, 891, 898, 919, 1028, 1043, 1108, 1109, 1113, 1119, 1135, 1174, 1176]"
[352],"[662, 813, 875, 965, 1015, 1049, 1065, 1159]"
[330],"[489, 529, 832, 891, 898, 918, 919, 1043, 1108, 1109, 1113, 1174, 1176]"
[202],[442]
[312],"[698, 1174]"
[312],"[521, 629, 713, 867, 880, 987, 1056, 1119, 1159]"
[348],"[615, 815, 933, 942, 1119]"
[363],"[540, 550, 867, 880, 882, 969, 971, 973, 1108, 1113, 1119]"
[363],"[762, 910]"
"[210, 246, 309]","[550, 858, 880, 928, 971, 1119, 1135]"
"[217, 259]","[514, 1049, 1067, 1095]"
"[246, 319, 330]","[867, 920, 969, 971, 973, 1060, 1119, 1135]"
[197],[1189]
"[274, 348]","[662, 666, 840, 1023, 1067]"
"[210, 299]","[666, 840, 936]"
[210],"[484, 906, 964, 1031, 1049, 1119]"
"[274, 363]",[967]
[367],"[662, 1023]"
[308],"[666, 961, 964, 983, 1031, 1119]"
[382],"[730, 937, 938, 1031]"
[266],"[818, 824, 831, 936, 1049, 1056]"
"[269, 308, 363]","[730, 828, 1005, 1056]"
[299],"[609, 730, 1023, 1049, 1150]"
"[210, 246, 309]","[550, 858, 880, 928, 971, 1119, 1135]"
[363],"[666, 867, 1031]"
[306],"[587, 824, 828, 880, 994, 1023, 1045, 1049, 1056, 1067]"
[299],"[840, 846, 961, 964, 1189]"
"[14, 246]","[521, 936, 939, 1175]"
[367],"[521, 1089, 1119]"
[14],"[445, 521, 616, 925, 936, 1089]"
[80],"[521, 938, 1119]"
"[274, 299, 348]","[666, 936, 964, 1031, 1049, 1165]"
[363],"[827, 854, 862, 898, 1044]"
"[338, 376]","[586, 587, 979, 993, 994, 995, 996, 1001, 1067]"
"[210, 274, 299, 348]","[662, 666, 840, 936, 1023]"
[363],"[489, 587]"
[175],"[817, 1100, 1101, 1148]"
"[348, 363]","[500, 876, 908, 947, 1027, 1067]"
[110],"[607, 765, 842, 866, 967]"
[244],"[445, 821, 857, 964, 965, 967, 1119]"
[306],[967]
[210],"[857, 967, 1013, 1119, 1132]"
[274],"[820, 964, 967]"
[245],"[964, 967, 1049]"
[274],[967]
"[306, 372]",[1188]
[376],"[1030, 1072]"
[363],[834]
[367],"[511, 665, 834, 936, 1049, 1056, 1101]"
[363],"[875, 994]"
[165],"[875, 1067]"
"[266, 389]",[841]
[367],"[662, 1023]"
[299],"[609, 730, 1023, 1049, 1150]"
"[193, 246]","[521, 616, 925, 936, 1089]"
[266],[681]
[86],"[967, 1016, 1069]"
[363],"[827, 854, 862, 898, 1044]"
[363],"[628, 640, 659, 915, 1048]"
[236],"[827, 936]"
[138],"[934, 936, 994, 995, 1045]"
"[222, 269, 342]","[828, 829, 831, 882, 936, 995, 1045, 1049]"
[307],"[813, 936, 1018, 1030, 1049, 1056]"
[267],"[588, 826, 832, 834, 936, 1018, 1028, 1045, 1049, 1056]"
[313],"[857, 936]"
"[14, 244, 306]","[934, 935, 936, 1045]"
[80],"[820, 907, 936, 1067]"
"[241, 306]","[629, 831, 832, 934, 935, 936, 995, 1045]"
[210],"[857, 967, 1013, 1119, 1132]"
[274],"[820, 964, 967]"
[241],"[936, 1023, 1045, 1072]"
[363],"[908, 936, 995, 1049, 1072]"
[237],"[831, 934, 936, 995, 1023, 1049, 1072, 1159]"
[214],"[831, 936]"
[367],"[936, 987, 995, 1049]"
[363],"[936, 994, 1049, 1056, 1072, 1159]"
"[306, 372]",[1188]
"[314, 363]","[936, 994, 1049, 1056, 1072, 1159]"
"[306, 363, 367]","[469, 489, 500, 588, 598, 814, 815, 817, 819, 826, 827, 832, 834, 839, 867, 868, 880, 884, 888, 893, 894, 897, 898, 922, 934, 936, 937, 964, 1027, 1045, 1090, 1093, 1095, 1132]"
[95],"[884, 1027, 1028, 1049]"
[364],"[862, 909]"
[210],[1049]
[305],"[662, 893, 964, 1132]"
[165],"[1049, 1145]"
[306],"[666, 831, 936, 1023, 1056]"
[244],"[524, 777, 1049, 1132]"
[266],[662]
[80],"[499, 938, 1119]"
"[193, 246]","[521, 616, 925, 936, 1089]"
[244],"[524, 666, 730, 961, 964, 983, 1031]"
[80],"[499, 730, 932, 938, 939, 1049]"
[367],"[835, 932, 936, 957, 1089]"
[86],"[967, 1016, 1069]"
"[202, 286]","[1023, 1049]"
[246],[936]
[358],[831]
"[202, 286, 306]","[831, 880, 898, 995, 996]"
[247],[1174]
[276],[994]
[236],[856]
[363],"[1023, 1049]"
[376],"[599, 1056]"
[245],"[456, 475, 831, 907, 908, 1039, 1067]"
"[241, 276, 286, 322, 357]","[827, 828, 1023, 1049]"
[305],"[456, 731, 857, 1049, 1078, 1171]"
[29],[1176]
[210],[1049]
"[14, 222, 274]",[938]
[341],[853]
[206],[853]
"[14, 85, 244, 272, 313]",[858]
[363],"[475, 489, 826, 862, 880, 893]"
[389],"[440, 817, 893, 907, 954]"
"[193, 367]","[448, 676, 834, 936, 1030, 1049]"
"[245, 303]","[815, 893, 961, 1049, 1119, 1132]"
[299],"[880, 893, 965, 1049]"
[382],"[893, 922, 938, 939]"
[245],"[893, 1049, 1119, 1132]"
[299],[893]
[331],"[893, 1049, 1120]"
[248],"[853, 867, 893]"
[367],"[817, 831, 852, 893, 1174]"
[369],"[893, 1174]"
[382],"[893, 906]"
[306],"[475, 693, 713, 907, 910, 1031, 1067, 1108]"
[306],"[521, 867, 868, 875, 880, 994]"
[246],"[500, 521, 616, 730, 1189]"
[335],[1043]
[193],"[521, 815, 820, 934, 935, 936, 942, 964, 1089, 1101, 1119, 1159]"
[312],"[817, 852, 987, 994, 1049, 1067, 1095, 1174]"
"[246, 367]","[521, 867, 880, 925, 930, 936, 1089, 1189]"
"[246, 367]","[521, 925, 935, 936, 1089, 1101, 1167, 1189]"
[314],"[521, 867, 880]"
"[14, 193, 246]","[521, 925, 934, 936, 940, 1175, 1189]"
[246],"[521, 548, 867, 880]"
[246],"[521, 817, 819, 867, 880, 925, 930, 934, 936]"
[246],"[475, 521, 548, 867, 880]"
[14],"[521, 832, 867, 936, 1045, 1175]"
[14],[521]
"[80, 222, 246]","[519, 521]"
"[14, 246]","[521, 1189]"
[367],[521]
"[193, 367]","[448, 676, 834, 936, 1030, 1049]"
[314],"[521, 867, 880, 1067, 1159]"
"[27, 299]","[893, 907, 1030, 1067]"
[337],"[893, 894, 897, 907, 1028, 1030, 1045, 1067]"
[303],"[603, 893, 906, 911, 985, 1078]"
"[269, 276]","[831, 1023, 1049, 1056]"
[293],"[794, 816, 828, 857, 898, 934, 936, 953, 979, 994, 1001]"
"[160, 259, 293, 357, 363]","[831, 907, 964, 1023, 1049, 1067, 1159]"
[312],"[818, 831, 1023, 1049, 1056, 1067, 1159]"
[293],"[831, 907, 936, 995, 1045, 1049, 1067]"
[276],"[831, 936, 1023, 1049, 1056, 1067]"
[262],"[912, 913]"
[314],"[880, 907, 909, 915, 1001, 1030, 1049, 1060, 1067]"
[389],"[540, 880, 962, 996, 1056, 1108]"
[306],"[831, 880, 994]"
[262],[1119]
[175],"[515, 1049]"
[197],"[912, 928, 1132]"
[369],"[824, 831, 954, 958, 1049, 1056]"
[349],"[645, 901, 907, 964, 1030, 1066, 1067]"
[348],"[907, 994, 1045, 1049]"
"[286, 363]","[588, 823, 824, 827, 828, 836, 867, 884, 894, 934, 936, 1005, 1027, 1049]"
[319],"[550, 596, 835, 882, 884, 936, 1018, 1027, 1045, 1056]"
[227],"[528, 820, 857, 964, 1049, 1067, 1119]"
[193],"[521, 815, 820, 934, 935, 936, 942, 964, 1089, 1101, 1119, 1159]"
[262],"[854, 862, 865, 912, 913, 928, 1182]"
[88],"[794, 854, 912, 913, 928, 989, 1044]"
"[80, 222, 246]","[519, 521]"
"[286, 306, 308, 348]","[854, 858]"
"[27, 299]","[893, 907, 1030, 1067]"
[232],"[853, 857, 862, 964, 972]"
[88],"[500, 605, 761, 769, 965, 1031, 1049, 1095, 1119]"
[299],"[909, 938, 1031, 1066, 1067, 1100, 1119]"
[245],"[894, 934, 937, 964, 965, 1049, 1081, 1132]"
[348],"[907, 986, 987, 1023, 1091]"
[338],"[427, 436, 819]"
[363],"[519, 521, 1135]"
[253],"[805, 865, 962]"
[299],"[423, 974, 1049]"
[306],"[494, 827, 828, 831, 832, 834, 840, 911, 1030, 1049, 1095]"
[306],"[429, 894, 911, 1023, 1031, 1056]"
[375],"[495, 1105, 1191]"
[309],"[856, 859]"
"[269, 363]","[598, 880, 936, 994, 1001, 1011, 1049, 1056]"
[262],"[880, 1187]"
[88],"[928, 972, 1177]"
[222],"[909, 917, 918, 1119]"
"[348, 389]","[436, 535, 536, 805, 824, 862, 865, 961, 1044, 1066]"
[236],"[436, 536, 805, 824, 862, 865, 961, 1033, 1044, 1066]"
"[306, 348, 367]","[436, 739, 805, 862, 865, 1033, 1044]"
[352],"[436, 739, 862, 865, 1033]"
[369],"[739, 805, 862, 1033]"
[274],"[428, 739, 805, 839, 865, 886, 894, 963, 1033, 1041]"
[308],"[428, 739, 862, 865, 868, 880, 886, 963, 1041, 1056]"
[367],"[739, 805, 862, 865, 1033, 1041, 1044, 1049]"
[308],"[423, 805, 813, 835, 864, 865, 936, 947, 1039, 1041, 1049, 1056]"
[367],"[671, 832, 944, 947, 953, 958]"
[367],"[671, 820, 832, 834, 944, 947, 958, 1090]"
[47],"[862, 865, 947]"
[389],"[427, 739, 819, 835, 836, 857, 882, 947, 953, 958, 964, 1090]"
"[253, 367, 389]","[739, 862, 865]"
[369],"[739, 817, 862, 864, 912, 944, 947, 953, 958, 1041, 1090, 1091]"
"[253, 338]","[739, 813, 862, 865, 868, 894, 936, 1041]"
"[369, 389]","[739, 805, 1039, 1044]"
"[309, 389]","[847, 865, 947, 963, 1041]"
[389],"[739, 853, 862, 893]"
[375],"[827, 835, 847, 888, 907, 958, 1045, 1072, 1101]"
[299],"[662, 1023, 1069]"
"[196, 252, 368]","[815, 817, 818, 819, 820, 907, 965, 987, 1023, 1049, 1067, 1098, 1100, 1167]"
[236],"[815, 817, 819, 945, 1049, 1093]"
[28],"[1049, 1100]"
[236],"[815, 817, 819, 1049]"
[274],"[662, 817, 819, 834, 857, 894, 907, 964, 1031, 1049, 1095, 1100, 1119, 1132, 1148, 1165]"
"[17, 236, 377]","[531, 538, 619, 819, 857, 864, 865, 912, 913, 962, 964, 1148, 1151, 1182]"
[367],"[739, 805, 862, 865, 1033, 1041, 1044, 1049]"
[377],"[857, 864, 865, 962]"
[47],"[862, 865, 947]"
[28],"[496, 538, 805, 856, 857, 865, 898, 912, 913, 928, 962, 963, 964, 965, 1041, 1067, 1151, 1182]"
[377],"[682, 718, 777, 783, 806, 857, 907, 909, 945, 1067, 1090, 1091, 1093, 1094, 1100]"
[28],"[538, 591, 619, 856, 864, 865, 963, 1044, 1151]"
[375],"[820, 907, 915, 994, 1056, 1067]"
"[147, 193, 246, 367]","[813, 815, 936, 1018, 1030, 1045, 1056, 1067]"
[375],"[907, 910, 1056, 1067]"
[329],"[456, 731, 834, 964, 1039, 1049, 1090, 1148]"
"[208, 262, 267, 376]","[749, 815, 831, 1030, 1045, 1049, 1056, 1067]"
[328],"[601, 602, 749, 936, 1001, 1039, 1045, 1056, 1067, 1078]"
[276],"[448, 813, 832, 915, 994, 1045, 1056, 1078]"
[30],"[629, 894, 907, 1030, 1045, 1048, 1065, 1067]"
[308],"[1044, 1174]"
"[253, 338]","[831, 1114, 1174]"
[369],"[805, 831, 1044]"
[330],"[857, 1174]"
[253],"[436, 1044]"
[160],"[437, 815, 832, 834, 894, 897, 1030]"
[262],"[761, 813, 849, 850]"
[369],"[865, 912, 928, 1120]"
"[282, 338]",[994]
[262],"[865, 867, 967, 994, 1067, 1095, 1119, 1174]"
"[241, 306]","[602, 666, 815, 936, 964, 980, 1049, 1056, 1067, 1159]"
[208],[980]
[276],"[915, 980]"
"[120, 241, 267, 306]","[827, 828, 1049]"
[237],"[827, 828, 832, 936, 1049, 1056]"
"[211, 253, 274, 319, 369]","[540, 550, 865, 1120]"
[236],"[455, 514, 557, 599, 643, 816, 817, 912, 915, 947, 985, 986, 987, 1061, 1065, 1067, 1081]"
[251],"[514, 557, 570, 599, 816, 817, 912, 915, 947, 985, 1067, 1081]"
[106],"[475, 519, 521, 528, 570, 652, 817, 834, 867, 894, 908, 991, 1067, 1159]"
[357],"[570, 777, 839, 908, 991, 995, 1045]"
[242],"[418, 545, 682, 983, 988, 991, 1087]"
"[81, 323]","[418, 519, 570, 648, 653, 812, 816, 817, 819, 823, 826, 827, 865, 872, 880, 882, 886, 888, 898, 910, 912, 913, 915, 978, 979, 982, 985, 991, 1030, 1056, 1060, 1065, 1067, 1075, 1095, 1161]"
[314],"[427, 496, 545, 570, 657, 817, 819, 867, 913, 915, 947, 1031, 1067, 1095]"
"[138, 293]","[991, 1031, 1045, 1065, 1067, 1098]"
[86],"[832, 912, 913, 991, 1049]"
[309],"[605, 704, 864]"
"[57, 274, 348]","[588, 666, 936, 945, 1045, 1049, 1056]"
[328],"[783, 834, 857, 1049, 1078, 1153]"
[312],"[493, 943]"
[314],"[602, 666, 936, 964, 1023, 1039, 1047, 1049, 1067, 1159]"
[386],"[499, 813, 965, 1018, 1019]"
"[135, 363]","[828, 936, 994, 995, 1045, 1056]"
"[151, 344, 364]","[601, 629, 646, 813, 1039, 1056]"
[363],"[598, 995]"
[363],"[858, 880, 995, 1042, 1043]"
"[27, 352]",[938]
"[267, 363]","[424, 593, 826, 880, 898, 994, 1011, 1042]"
[133],"[549, 606, 857, 904, 936]"
